CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2025-31773,WordPress Ship Per Product plugin <= 2.1.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in cedcommerce Ship Per Product allows Accessing Functionality Not Properly Constrained by ACLs. This issue affects Ship Per Product: from n/a through 2.1.0.,5.3,cedcommerce,Ship Per Product,2025-04-01T14:51:21.029Z,no,1.0,CWE-862,1.0
CVE-2025-31774,WordPress Astra Security Suite plugin<= 0.2 - Broken Access Control vulnerability,Missing Authorization vulnerability in WebProtect.ai Astra Security Suite allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Astra Security Suite: from n/a through 0.2.,5.3,WebProtect.ai,Astra Security Suite,2025-04-01T14:51:21.580Z,no,1.0,CWE-862,1.0
CVE-2025-31775,WordPress Google SEO Pressor for Rich snippets Plugin <= 2.0 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in smackcoders Google SEO Pressor Snippet allows Cross Site Request Forgery. This issue affects Google SEO Pressor Snippet: from n/a through 2.0.,4.3,smackcoders,Google SEO Pressor Snippet,2025-04-01T14:51:22.084Z,no,1.0,CWE-352,1.0
CVE-2025-31776,WordPress Uptime Robot Plugin <= 2.3 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Aphotrax Uptime Robot Plugin for WordPress allows Cross Site Request Forgery. This issue affects Uptime Robot Plugin for WordPress: from n/a through 2.3.,4.3,Aphotrax,Uptime Robot Plugin for WordPress,2025-04-01T14:51:22.600Z,no,1.0,CWE-352,1.0
CVE-2025-31777,WordPress Clockinator Lite plugin <= 1.0.7 - Broken Access Control vulnerability,Missing Authorization vulnerability in BeastThemes Clockinator Lite allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Clockinator Lite: from n/a through 1.0.7.,5.3,BeastThemes,Clockinator Lite,2025-04-01T14:51:23.123Z,no,1.0,CWE-862,1.0
CVE-2025-31778,WordPress Donate Me Plugin <= 1.2.5 - Stored Cross-Site Scripting vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in raphaelheide Donate Me allows Reflected XSS. This issue affects Donate Me: from n/a through 1.2.5.,6.5,raphaelheide,Donate Me,2025-04-01T14:51:23.646Z,no,1.0,CWE-79,1.0
CVE-2025-31779,WordPress Query Wrangler plugin <= 1.5.53 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Jonathan Daggerhart Query Wrangler allows Cross Site Request Forgery. This issue affects Query Wrangler: from n/a through 1.5.53.,5.4,Jonathan Daggerhart,Query Wrangler,2025-04-01T14:51:24.164Z,no,1.0,CWE-352,1.0
CVE-2025-31780,WordPress Append Content plugin <= 2.1.1 - CSRF to Settings Change vulnerability,Missing Authorization vulnerability in Andy Stratton Append Content allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Append Content: from n/a through 2.1.1.,6.5,Andy Stratton,Append Content,2025-04-01T14:51:24.680Z,no,1.0,CWE-862,1.0
CVE-2025-31781,WordPress Gift Cards for WooCommerce plugin <= 1.5.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in ahmadshyk Gift Cards for WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Gift Cards for WooCommerce: from n/a through 1.5.8.,4.3,ahmadshyk,Gift Cards for WooCommerce,2025-04-01T14:51:25.219Z,no,1.0,CWE-862,1.0
CVE-2025-31782,WordPress mb.YTPlayer plugin <= 3.3.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in pupunzi mb.YTPlayer allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects mb.YTPlayer: from n/a through 3.3.8.,5.4,pupunzi,mb.YTPlayer,2025-04-01T14:51:25.735Z,no,1.0,CWE-862,1.0
CVE-2025-31783,WordPress Leartes TRY Exchange Rates Plugin <= 2.1 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Leartes.NET Leartes TRY Exchange Rates allows Stored XSS. This issue affects Leartes TRY Exchange Rates: from n/a through 2.1.,6.5,Leartes.NET,Leartes TRY Exchange Rates,2025-04-01T14:51:26.241Z,no,1.0,CWE-79,1.0
CVE-2025-31784,"WordPress Embed Extended – Embed Maps, Videos, Websites, Source Codes, and more Plugin <= 1.4.0 - Cross Site Request Forgery (CSRF) vulnerability","Cross-Site Request Forgery (CSRF) vulnerability in Rudy Susanto Embed Extended – Embed Maps, Videos, Websites, Source Codes, and more allows Cross Site Request Forgery. This issue affects Embed Extended – Embed Maps, Videos, Websites, Source Codes, and more: from n/a through 1.4.0.",4.3,Rudy Susanto,"Embed Extended – Embed Maps, Videos, Websites, Source Codes, and more",2025-04-01T14:51:26.746Z,no,1.0,CWE-352,1.0
CVE-2025-31785,WordPress Clearbit Reveal plugin <= 1.0.6 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Clearbit Clearbit Reveal allows Cross Site Request Forgery. This issue affects Clearbit Reveal: from n/a through 1.0.6.,5.4,Clearbit,Clearbit Reveal,2025-04-01T14:51:27.267Z,no,1.0,WE-352,1.0
CVE-2025-31786,WordPress Simple Icons plugin <= 2.8.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in Travis Simple Icons allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Simple Icons: from n/a through 2.8.4.,5.3,Travis,Simple Icons,2025-04-01T14:51:27.774Z,no,1.0,CWE-862,1.0
CVE-2025-31787,WordPress Cue by AudioTheme.com plugin <= 2.4.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in Brady Vercher Cue allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Cue: from n/a through 2.4.4.,4.3,Brady Vercher,Cue,2025-04-01T14:51:28.460Z,no,1.0,CWE-862,1.0
CVE-2025-31788,"WordPress AIO Performance Profiler, Monitor, Optimize, Compress & Debug plugin <= 1.2 - Sensitive Data Exposure vulnerability","Insertion of Sensitive Information into Log File vulnerability in smackcoders AIO Performance Profiler, Monitor, Optimize, Compress & Debug allows Retrieve Embedded Sensitive Data. This issue affects AIO Performance Profiler, Monitor, Optimize, Compress & Debug: from n/a through 1.2.",5.3,smackcoders,"AIO Performance Profiler, Monitor, Optimize, Compress & Debug",2025-04-01T14:51:29.126Z,no,1.0,CWE-532,1.0
CVE-2025-31790,WordPress Posten plugin <= 0.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Binsaifullah Posten allows DOM-Based XSS. This issue affects Posten: from n/a through 0.0.1.,6.5,Binsaifullah,Posten,2025-04-01T14:51:29.670Z,no,1.0,CWE-79,1.0
CVE-2025-31791,WordPress Pin Generator Plugin <= 2.0.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in Oliver Boyers Pin Generator allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Pin Generator: from n/a through 2.0.0.,5.4,Oliver Boyers,Pin Generator,2025-04-01T14:51:30.237Z,no,1.0,CWE-862,1.0
CVE-2025-31792,WordPress Piotnet Forms plugin <= 1.0.30 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in piotnetdotcom Piotnet Forms allows Stored XSS. This issue affects Piotnet Forms: from n/a through 1.0.30.,5.9,piotnetdotcom,Piotnet Forms,2025-04-01T14:51:30.774Z,no,1.0,CWE-79,1.0
CVE-2025-31793,WordPress Piotnet Forms plugin <= 1.0.30 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in piotnetdotcom Piotnet Forms allows Stored XSS. This issue affects Piotnet Forms: from n/a through 1.0.30.,5.9,piotnetdotcom,Piotnet Forms,2025-04-01T14:51:31.310Z,no,1.0,CWE-79,1.0
CVE-2025-31796,WordPress ElementsCSS Addons for Elementor plugin <= 1.0.8.7 - Server Side Request Forgery (SSRF) vulnerability,Server-Side Request Forgery (SSRF) vulnerability in TheInnovs Team ElementsCSS Addons for Elementor allows Server Side Request Forgery. This issue affects ElementsCSS Addons for Elementor: from n/a through 1.0.8.7.,5.4,TheInnovs Team,ElementsCSS Addons for Elementor,2025-04-01T14:51:31.846Z,no,1.0,CWE-918,1.0
CVE-2025-31797,WordPress Sprout Clients plugin <= 3.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in BoldGrid Sprout Clients allows Stored XSS. This issue affects Sprout Clients: from n/a through 3.2.,6.5,BoldGrid,Sprout Clients,2025-04-01T14:51:32.434Z,no,1.0,CWE-79,1.0
CVE-2025-31798,WordPress Publitio Plugin <= 2.1.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in publitio Publitio allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Publitio: from n/a through 2.1.8.,4.3,publitio,Publitio,2025-04-01T14:51:33.336Z,no,1.0,CWE-862,1.0
CVE-2025-31799,WordPress Publitio plugin <= 2.1.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in publitio Publitio allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Publitio: from n/a through 2.1.8.,4.3,publitio,Publitio,2025-04-01T14:51:33.933Z,no,1.0,CWE-862,1.0
CVE-2025-31801,WordPress MX Time Zone Clocks plugin <= 5.1.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Maksym Marko MX Time Zone Clocks allows Reflected XSS. This issue affects MX Time Zone Clocks: from n/a through 5.1.1.,6.5,Maksym Marko,MX Time Zone Clocks,2025-04-01T14:51:34.501Z,no,1.0,CWE-79,1.0
CVE-2025-31802,WordPress Shiptimize for WooCommerce plugin <= 3.1.86 - Settings Change vulnerability,Missing Authorization vulnerability in Shiptimize Shiptimize for WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Shiptimize for WooCommerce: from n/a through 3.1.86.,5.4,Shiptimize,Shiptimize for WooCommerce,2025-04-01T14:51:35.057Z,no,1.0,CWE-862,1.0
CVE-2025-31803,WordPress Turisbook Booking System plugin <= 1.3.7 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Neteuro Turisbook Booking System allows Stored XSS. This issue affects Turisbook Booking System: from n/a through 1.3.7.,6.5,Neteuro,Turisbook Booking System,2025-04-01T14:51:35.752Z,no,1.0,CWE-79,1.0
CVE-2025-31804,WordPress Follow Us Badges plugin <= 3.1.11 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in DraftPress Team Follow Us Badges allows Stored XSS. This issue affects Follow Us Badges: from n/a through 3.1.11.,6.5,DraftPress Team,Follow Us Badges,2025-04-01T14:51:36.333Z,no,1.0,CWE-79,1.0
CVE-2025-31805,WordPress Gutena Kit plugin <= 2.0.7 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ExpressTech Systems Gutena Kit – Gutenberg Blocks and Templates allows Stored XSS. This issue affects Gutena Kit – Gutenberg Blocks and Templates: from n/a through 2.0.7.,6.5,ExpressTech Systems,Gutena Kit – Gutenberg Blocks and Templates,2025-04-01T14:51:36.930Z,no,1.0,CWE-79,1.0
CVE-2025-31806,WordPress Webling Plugin <= 3.9.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in uSystems Webling allows Stored XSS. This issue affects Webling: from n/a through 3.9.0.,5.9,uSystems,Webling,2025-04-01T14:51:37.549Z,no,1.0,CWE-79,1.0
CVE-2025-31807,WordPress Product Notices for WooCommerce plugin <= 1.3.3 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in CloudRedux Product Notices for WooCommerce allows Cross Site Request Forgery. This issue affects Product Notices for WooCommerce: from n/a through 1.3.3.,4.3,CloudRedux,Product Notices for WooCommerce,2025-04-01T14:51:38.153Z,no,1.0,CWE-352,1.0
CVE-2025-31808,WordPress SCSS WP Editor Plugin <= 1.1.8 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in IT Path Solutions SCSS WP Editor allows Cross Site Request Forgery. This issue affects SCSS WP Editor: from n/a through 1.1.8.,4.3,IT Path Solutions,SCSS WP Editor,2025-04-01T14:51:38.730Z,no,1.0,CWE-352,1.0
CVE-2025-31809,WordPress Labinator Content Types Duplicator Plugin <= 1.1.3 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Labinator Labinator Content Types Duplicator allows Cross Site Request Forgery. This issue affects Labinator Content Types Duplicator: from n/a through 1.1.3.,4.3,Labinator,Labinator Content Types Duplicator,2025-04-01T14:51:39.281Z,no,1.0,CWE-352,1.0
CVE-2025-31810,WordPress Question Answer Plugin <= 1.2.70 - Broken Access Control vulnerability,Missing Authorization vulnerability in PickPlugins Question Answer allows Accessing Functionality Not Properly Constrained by ACLs. This issue affects Question Answer: from n/a through 1.2.70.,5.3,PickPlugins,Question Answer,2025-04-01T14:51:39.860Z,no,1.0,CWE-862,1.0
CVE-2025-31811,WordPress Planyo online reservation system plugin <= 3.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in xtreeme Planyo online reservation system allows Stored XSS. This issue affects Planyo online reservation system: from n/a through 3.0.,6.5,xtreeme,Planyo online reservation system,2025-04-01T14:51:40.437Z,no,1.0,CWE-79,1.0
CVE-2025-31812,WordPress BuddyPress Members Only plugin <= 3.5.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Tomas BuddyPress Members Only allows Stored XSS. This issue affects BuddyPress Members Only: from n/a through 3.5.3.,6.5,Tomas,BuddyPress Members Only,2025-04-01T14:51:41.048Z,no,1.0,CWE-79,1.0
CVE-2025-31813,WordPress WPSHARE247 Elementor Addons plugin <= 2.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Website366.com WPSHARE247 Elementor Addons allows Stored XSS. This issue affects WPSHARE247 Elementor Addons: from n/a through 2.1.,6.5,Website366.com,WPSHARE247 Elementor Addons,2025-04-01T14:51:41.800Z,no,1.0,CWE-79,1.0
CVE-2025-31814,WordPress OwnerRez Plugin <= 1.2.0 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in OwnerRez OwnerRez allows Cross Site Request Forgery. This issue affects OwnerRez: from n/a through 1.2.0.,4.3,OwnerRez,OwnerRez,2025-04-01T14:51:42.462Z,no,1.0,CWE-352,1.0
CVE-2025-31815,WordPress Design Blocks plugin <= 1.2.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in devscred Design Blocks allows Stored XSS. This issue affects Design Blocks: from n/a through 1.2.2.,6.5,devscred,Design Blocks,2025-04-01T14:51:43.013Z,no,1.0,CWE-79,1.0
CVE-2025-31816,WordPress Mobile App Canvas Plugin <= 3.8.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in pietro Mobile App Canvas allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Mobile App Canvas: from n/a through 3.8.1.,5.4,pietro,Mobile App Canvas,2025-04-01T14:51:43.552Z,no,1.0,WE-862,1.0
CVE-2025-31817,WordPress BlockWheels plugin <= 1.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPWheels BlockWheels allows DOM-Based XSS. This issue affects BlockWheels: from n/a through 1.0.1.,6.5,WPWheels,BlockWheels,2025-04-01T14:51:44.143Z,no,1.0,CWE-79,1.0
CVE-2025-31818,WordPress ContentBot AI Writer plugin <= 1.2.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ContentBot.ai ContentBot AI Writer allows Stored XSS. This issue affects ContentBot AI Writer: from n/a through 1.2.4.,6.5,ContentBot.ai,ContentBot AI Writer,2025-04-01T14:51:44.682Z,no,1.0,CWE-79,1.0
CVE-2025-31819,WordPress Nova Blocks by Pixelgrade plugin <= 2.1.8 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in pixelgrade Nova Blocks by Pixelgrade. This issue affects Nova Blocks by Pixelgrade: from n/a through 2.1.8.,6.5,pixelgrade,Nova Blocks by Pixelgrade,2025-04-01T20:58:15.132Z,no,1.0,CWE-79,1.0
CVE-2025-31820,WordPress Automatic Featured Images from Videos plugin <= 1.2.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in webdevstudios Automatic Featured Images from Videos allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Automatic Featured Images from Videos: from n/a through 1.2.4.,4.3,webdevstudios,Automatic Featured Images from Videos,2025-04-01T14:51:45.247Z,no,1.0,CWE-862,1.0
CVE-2025-31821,WordPress Integration of Zoho CRM and Contact Form 7 plugin <= 1.0.6 - Open Redirection Vulnerability,URL Redirection to Untrusted Site ('Open Redirect') vulnerability in formsintegrations Integration of Zoho CRM and Contact Form 7 allows Phishing. This issue affects Integration of Zoho CRM and Contact Form 7: from n/a through 1.0.6.,4.7,formsintegrations,Integration of Zoho CRM and Contact Form 7,2025-04-01T14:51:45.775Z,no,1.0,CWE-601,1.0
CVE-2025-31822,WordPress WordPress Simple HTML Sitemap plugin <= 3.2 - Broken Access  Control vulnerability,Missing Authorization vulnerability in Ashish Ajani WP Simple HTML Sitemap allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WP Simple HTML Sitemap: from n/a through 3.2.,5.3,Ashish Ajani,WP Simple HTML Sitemap,2025-04-01T14:51:46.314Z,no,1.0,CWE-862,1.0
CVE-2025-31823,WordPress WPoperation Elementor Addons plugin 1.1.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpoperations WPoperation Elementor Addons allows Stored XSS. This issue affects WPoperation Elementor Addons: from n/a through 1.1.9.,6.5,wpoperations,WPoperation Elementor Addons,2025-04-01T14:51:46.887Z,no,1.0,CWE-79,1.0
CVE-2025-31824,WordPress WP Optin Wheel Plugin <= 1.4.7 - Server Side Request Forgery (SSRF) vulnerability,Server-Side Request Forgery (SSRF) vulnerability in Wombat Plugins WP Optin Wheel allows Server Side Request Forgery. This issue affects WP Optin Wheel: from n/a through 1.4.7.,5.4,Wombat Plugins,WP Optin Wheel,2025-04-01T14:51:47.645Z,no,1.0,CWE-918,1.0
CVE-2025-31826,WordPress Ni WooCommerce Cost Of Goods plugin <= 3.2.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in Anzar Ahmed Ni WooCommerce Cost Of Goods allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Ni WooCommerce Cost Of Goods: from n/a through 3.2.8.,5.4,Anzar Ahmed,Ni WooCommerce Cost Of Goods,2025-04-01T14:51:48.162Z,no,1.0,CWE-862,1.0
CVE-2025-31828,WordPress Easy!Appointments plugin <= 1.4.2 - Cross Site Request Forgery (CSRF) to Settings Change vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in alextselegidis Easy!Appointments allows Cross Site Request Forgery. This issue affects Easy!Appointments: from n/a through 1.4.2.,4.3,alextselegidis,Easy!Appointments,2025-04-01T14:51:48.676Z,no,1.0,CWE-352,1.0
CVE-2025-31829,WordPress ShopCred plugin <= 1.2.8 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in devscred ShopCred allows DOM-Based XSS. This issue affects ShopCred: from n/a through 1.2.8.,6.5,devscred,ShopCred,2025-04-01T14:51:49.200Z,no,1.0,CWE-79,1.0
CVE-2025-31830,WordPress Printus Plugin <= 1.2.6 - Broken Access Control vulnerability,Missing Authorization vulnerability in Uriahs Victor Printus allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Printus: from n/a through 1.2.6.,4.3,Uriahs Victor,Printus,2025-04-01T14:51:49.704Z,no,1.0,CWE-862,1.0
CVE-2025-31831,WordPress AtomChat plugin <= 1.1.6 - Broken Access Control vulnerability,Missing Authorization vulnerability in Team AtomChat AtomChat allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects AtomChat: from n/a through 1.1.6.,4.3,Team AtomChat,AtomChat,2025-04-01T14:51:50.222Z,no,1.0,CWE-862,1.0
CVE-2025-31832,WordPress ACF City Selector plugin <= 1.16.0 - Sensitive Data Exposure vulnerability,Exposure of Sensitive System Information to an Unauthorized Control Sphere vulnerability in Beee ACF City Selector allows Retrieve Embedded Sensitive Data. This issue affects ACF City Selector: from n/a through 1.16.0.,5.3,Beee,ACF City Selector,2025-04-01T14:51:50.752Z,no,1.0,CWE-497,1.0
CVE-2025-31833,WordPress JobBoard Job listing plugin Plugin <= 1.2.7 - Insecure Direct Object References (IDOR) vulnerability,Authorization Bypass Through User-Controlled Key vulnerability in themeglow JobBoard Job listing allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects JobBoard Job listing: from n/a through 1.2.7.,4.9,themeglow,JobBoard Job listing,2025-04-01T14:51:51.275Z,no,1.0,CWE-639,1.0
CVE-2025-31834,WordPress JobBoard Job listing plugin Plugin <= 1.2.7 - Broken Access Control vulnerability,Missing Authorization vulnerability in themeglow JobBoard Job listing allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects JobBoard Job listing: from n/a through 1.2.7.,5.3,themeglow,JobBoard Job listing,2025-04-01T14:51:51.781Z,no,1.0,CWE-862,1.0
CVE-2025-31835,WordPress WP Plugin Info Card plugin <= 5.2.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Brice Capobianco WP Plugin Info Card allows DOM-Based XSS. This issue affects WP Plugin Info Card: from n/a through 5.2.5.,6.5,Brice Capobianco,WP Plugin Info Card,2025-04-01T14:51:52.302Z,no,1.0,CWE-79,1.0
CVE-2025-31836,WordPress Review Manager Plugin <= 2.2.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in matthewrubin Review Manager allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Review Manager: from n/a through 2.2.0.,5.3,matthewrubin,Review Manager,2025-04-01T14:51:52.810Z,no,1.0,CWE-862,1.0
CVE-2025-31837,WordPress WP Proposals plugin <= 2.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WP Codeus WP Proposals allows Stored XSS. This issue affects WP Proposals: from n/a through 2.3.,5.9,WP Codeus,WP Proposals,2025-04-01T14:51:53.345Z,no,1.0,CWE-79,1.0
CVE-2025-31838,WordPress Eventbee RSVP Widget plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in eventbee Eventbee RSVP Widget allows DOM-Based XSS. This issue affects Eventbee RSVP Widget: from n/a through 1.0.,6.5,eventbee,Eventbee RSVP Widget,2025-04-01T14:51:53.861Z,no,1.0,CWE-79,1.0
CVE-2025-31839,WordPress  Footer Contacts Bar Plugin <= 1.8 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in digireturn DN Footer Contacts allows Cross Site Request Forgery. This issue affects DN Footer Contacts: from n/a through 1.8.,4.3,digireturn,DN Footer Contacts,2025-04-01T14:51:54.448Z,no,1.0,CWE-352,1.0
CVE-2025-31840,WordPress Simple Fixed Notice Plugin <= 1.6 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in digireturn Simple Fixed Notice allows Cross Site Request Forgery. This issue affects Simple Fixed Notice: from n/a through 1.6.,4.3,digireturn,Simple Fixed Notice,2025-04-01T14:51:54.988Z,no,1.0,CWE-352,1.0
CVE-2025-31842,WordPress Viral Loops WP Integration Plugin <= 3.4.0 - Sensitive Data Exposure vulnerability,Insertion of Sensitive Information Into Sent Data vulnerability in viralloops Viral Loops WP Integration allows Retrieve Embedded Sensitive Data. This issue affects Viral Loops WP Integration: from n/a through 3.4.0.,5.3,viralloops,Viral Loops WP Integration,2025-04-01T14:51:55.498Z,no,1.0,CWE-201,1.0
CVE-2025-31843,WordPress OpenAI Tools for WordPress & WooCommerce plugin <= 2.1.5 - Broken Access Control vulnerability,Missing Authorization vulnerability in Wilson OpenAI Tools for WordPress & WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects OpenAI Tools for WordPress & WooCommerce: from n/a through 2.1.5.,4.3,Wilson,OpenAI Tools for WordPress & WooCommerce,2025-04-01T14:51:55.999Z,no,1.0,CWE-862,1.0
CVE-2025-31844,WordPress Magical Blocks plugin <= 1.0.10 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Noor Alam Magical Blocks allows Stored XSS. This issue affects Magical Blocks: from n/a through 1.0.10.,6.5,Noor Alam,Magical Blocks,2025-04-01T14:51:56.622Z,no,1.0,CWE-79,1.0
CVE-2025-31845,WordPress Theme Duplicator Plugin <= 1.1 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Rohit Choudhary Theme Duplicator allows Cross Site Request Forgery. This issue affects Theme Duplicator: from n/a through 1.1.,4.3,Rohit Choudhary,Theme Duplicator,2025-04-01T14:51:57.174Z,no,1.0,CWE-352,1.0
CVE-2025-31846,WordPress Theater for WordPress plugin <= 0.18.7 - Broken Access Control vulnerability,Missing Authorization vulnerability in Jeroen Schmit Theater for WordPress allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Theater for WordPress: from n/a through 0.18.7.,4.3,Jeroen Schmit,Theater for WordPress,2025-04-01T14:51:57.706Z,no,1.0,CWE-862,1.0
CVE-2025-31847,WordPress mFolio Lite plugin <= 1.2.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in themelooks mFolio Lite allows DOM-Based XSS. This issue affects mFolio Lite: from n/a through 1.2.2.,6.5,themelooks,mFolio Lite,2025-04-01T14:51:58.225Z,no,1.0,CWE-79,1.0
CVE-2025-31848,WordPress WordPress Adverts Plugin plugin <= 1.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in WPFactory WordPress Adverts Plugin allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WordPress Adverts Plugin: from n/a through 1.4.,5.3,WPFactory,WordPress Adverts Plugin,2025-04-01T14:51:58.801Z,no,1.0,CWE-862,1.0
CVE-2025-31849,WordPress Nemesis All-in-One | Newspaper Builder Elementor Extention plugin <= 1.1.0 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in fbtemplates Nemesis All-in-One allows Stored XSS. This issue affects Nemesis All-in-One: from n/a through 1.1.0.,6.5,fbtemplates,Nemesis All-in-One,2025-04-01T14:51:59.314Z,no,1.0,CWE-79,1.0
